Artist	Popularity	Year
Canserbero	66.0	2010.0
Disturbed	63.333333333333336	2010.0
Kansas	63.0	2010.0
Volbeat	63.0	2010.0
Kings of Leon	59.0	2010.0
Godsmack	58.333333333333336	2010.0
10 Years	58.0	2010.0
Spandau Ballet	72.0	2008.0
Joy Division	71.0	2008.0
Cage The Elephant	70.0	2008.0
Disturbed	70.0	2008.0
Nickelback	70.0	2008.0
Rise Against	70.0	2008.0
Vampire Weekend	69.0	2008.0
Coldplay	65.0	2008.0
Golden Earring	64.0	2008.0
The Brian Jonestown Massacre	62.0	2008.0
Mac Miller	72.0	2020.0
Ozzy Osbourne	71.0	2020.0
Five Finger Death Punch	68.0	2020.0
KALEO	63.0	2020.0
The Amity Affliction	61.0	2020.0
Hollywood Undead	60.0	2020.0
Silverstein	59.0	2020.0
Set It Off	57.0	2020.0
The Mowgli's	57.0	2020.0
Joywave	56.0	2020.0
Sara Bareilles	75.0	2007.0
MGMT	74.66666666666667	2007.0
Three Days Grace	72.0	2007.0
Fall Out Boy	71.5	2007.0
Foo Fighters	70.0	2007.0
Eddie Vedder	67.0	2007.0
Paramore	67.0	2007.0
Arctic Monkeys	66.0	2007.0
Paolo Nutini	66.0	2007.0
Interpol	65.0	2007.0
George Michael	75.0	1998.0
Aerosmith	74.33333333333333	1998.0
New Radicals	73.0	1998.0
The Goo Goo Dolls	73.0	1998.0
Korn	71.33333333333333	1998.0
Lenny Kravitz	70.0	1998.0
Barenaked Ladies	69.0	1998.0
Robbie Williams	67.0	1998.0
Blur	66.0	1998.0
David Gray	66.0	1998.0
Rage Against The Machine	73.0	1996.0
Café Tacvba	70.0	1996.0
Quiet Riot	70.0	1996.0
The Wallflowers	70.0	1996.0
The Cardigans	69.0	1996.0
Matchbox Twenty	68.0	1996.0
Dave Matthews Band	66.0	1996.0
Sublime	64.0	1996.0
Fiona Apple	61.0	1996.0
Duncan Sheik	58.0	1996.0
Smash Mouth	79.0	1999.0
Red Hot Chili Peppers	75.2	1999.0
Bonnie Tyler	74.0	1999.0
Foo Fighters	73.0	1999.0
Limp Bizkit	71.0	1999.0
Berlin	70.0	1999.0
Lit	70.0	1999.0
Pearl Jam	70.0	1999.0
Blondie	69.0	1999.0
Korn	69.0	1999.0
Skillet	73.5	2009.0
Stealers Wheel	71.0	2009.0
Muse	69.5	2009.0
Toploader	69.0	2009.0
Thirty Seconds To Mars	67.0	2009.0
Breaking Benjamin	65.5	2009.0
Sick Puppies	62.0	2009.0
Foo Fighters	61.0	2009.0
Adelitas Way	60.0	2009.0
Snow Patrol	60.0	2009.0
Lenny Kravitz	72.0	1993.0
Duran Duran	69.0	1993.0
Sheryl Crow	65.0	1993.0
Sting	64.5	1993.0
James	64.0	1993.0
The Band	61.0	1993.0
Minnie Riperton	57.0	1993.0
Eraserheads	56.0	1993.0
The Cranberries	55.625	1993.0
Pearl Jam	54.0	1993.0
Oasis	70.25	1995.0
No Doubt	70.0	1995.0
Everclear	68.0	1995.0
Pulp	68.0	1995.0
Roxette	68.0	1995.0
Meat Loaf	66.0	1995.0
Jewel	65.0	1995.0
AC/DC	62.0	1995.0
Radiohead	62.0	1995.0
Björk	58.5	1995.0
Red Hot Chili Peppers	77.0	1991.0
Bryan Adams	74.0	1991.0
U2	72.0	1991.0
Ozzy Osbourne	69.0	1991.0
Nirvana	66.625	1991.0
Spin Doctors	66.5	1991.0
Pearl Jam	65.14285714285714	1991.0
Tom Petty and the Heartbreakers	63.0	1991.0
Genesis	61.0	1991.0
White Lion	58.0	1991.0
Linkin Park	80.0	2000.0
Coldplay	76.0	2000.0
The Beatles	74.0	2000.0
Robbie Williams	68.0	2000.0
Disturbed	67.66666666666667	2000.0
The Guess Who	67.0	2000.0
Blur	66.0	2000.0
Joe Cocker	66.0	2000.0
Spandau Ballet	66.0	2000.0
A Perfect Circle	65.0	2000.0
Green Day	77.66666666666667	1994.0
Stone Temple Pilots	71.0	1994.0
Pretenders	69.0	1994.0
Beck	68.0	1994.0
Hootie & The Blowfish	68.0	1994.0
The Offspring	67.0	1994.0
Nirvana	66.66666666666667	1994.0
Tom Petty	66.0	1994.0
Bush	63.0	1994.0
Dinosaur Jr.	60.0	1994.0
Blind Melon	73.0	1992.0
Bon Jovi	73.0	1992.0
Eric Clapton	73.0	1992.0
R.E.M.	73.0	1992.0
Pantera	72.0	1992.0
Megadeth	70.0	1992.0
The Cure	69.66666666666667	1992.0
Soul Asylum	68.0	1992.0
Rage Against The Machine	67.5	1992.0
The Animals	66.0	1992.0
Blur	74.0	1997.0
Foo Fighters	73.6	1997.0
Kenny Loggins	71.0	1997.0
Edwin McCain	70.0	1997.0
Robbie Williams	70.0	1997.0
Natalie Imbruglia	69.0	1997.0
Third Eye Blind	69.0	1997.0
Marcy Playground	68.0	1997.0
Hanson	65.0	1997.0
Nick Cave & The Bad Seeds	65.0	1997.0
Papa Roach	79.0	2001.0
Nickelback	78.0	2001.0
John Mayer	77.0	2001.0
Train	77.0	2001.0
Weezer	75.0	2001.0
Sum 41	73.5	2001.0
Daft Punk	70.0	2001.0
P.O.D.	69.0	2001.0
Creed	68.0	2001.0
Gorillaz	68.0	2001.0
My Chemical Romance	77.66666666666667	2006.0
Red Hot Chili Peppers	77.5	2006.0
Snow Patrol	77.0	2006.0
Gnarls Barkley	75.0	2006.0
The Killers	75.0	2006.0
Huey Lewis & The News	72.0	2006.0
AFI	70.0	2006.0
Gustavo Cerati	70.0	2006.0
Muse	69.2	2006.0
PXNDX	67.0	2006.0
Red Hot Chili Peppers	77.0	2002.0
3 Doors Down	72.0	2002.0
Robbie Williams	72.0	2002.0
Good Charlotte	68.0	2002.0
Queens of the Stone Age	68.0	2002.0
Oasis	67.0	2002.0
Taking Back Sunday	66.0	2002.0
Chevelle	65.5	2002.0
Audioslave	65.0	2002.0
Sum 41	63.333333333333336	2002.0
The Proclaimers	74.0	2003.0
Evanescence	73.5	2003.0
Café Tacvba	73.0	2003.0
Fountains Of Wayne	73.0	2003.0
The Strokes	73.0	2003.0
Jet	69.66666666666667	2003.0
Dido	68.0	2003.0
Godsmack	67.0	2003.0
Linkin Park	67.0	2003.0
Frankie Valli & The Four Seasons	66.0	2003.0
Gorillaz	75.0	2005.0
System Of A Down	75.0	2005.0
Korn	71.0	2005.0
The Offspring	71.0	2005.0
Thirty Seconds To Mars	71.0	2005.0
Dropkick Murphys	70.0	2005.0
Audioslave	69.0	2005.0
Weezer	69.0	2005.0
Cardenales De Nuevo León	68.0	2005.0
Stereophonics	68.0	2005.0
AC/DC	75.33333333333333	1990.0
Extreme	71.0	1990.0
Ram Jam	67.0	1990.0
The Romantics	66.0	1990.0
Poison	61.0	1990.0
Queensrÿche	61.0	1990.0
Alice In Chains	60.0	1990.0
Warrant	60.0	1990.0
Damn Yankees	59.0	1990.0
Temple Of The Dog	59.0	1990.0
Slipknot	76.0	2004.0
Green Day	75.75	2004.0
Keane	75.0	2004.0
My Chemical Romance	74.0	2004.0
The Killers	72.0	2004.0
Franz Ferdinand	71.5	2004.0
Bowling For Soup	69.0	2004.0
Seether	69.0	2004.0
Avril Lavigne	68.0	2004.0
Simple Plan	68.0	2004.0
Pixies	74.0	1988.0
Don McLean	71.0	1988.0
Fine Young Cannibals	71.0	1988.0
Bon Jovi	67.0	1988.0
Joan Jett & The Blackhearts	67.0	1988.0
Poison	67.0	1988.0
Erasure	65.5	1988.0
Jane's Addiction	64.0	1988.0
When In Rome	63.0	1988.0
Cheap Trick	62.0	1988.0
Foreigner	77.0	1984.0
Don Henley	76.0	1984.0
REO Speedwagon	73.0	1984.0
Chicago	72.0	1984.0
Twisted Sister	70.33333333333333	1984.0
Prince	70.0	1984.0
Bon Jovi	69.0	1984.0
John Waite	69.0	1984.0
Leonard Cohen	66.0	1984.0
Pat Benatar	66.0	1984.0
Michael Jackson	79.0	1982.0
The Clash	77.25	1982.0
John Mellencamp	71.0	1982.0
TOTO	71.0	1982.0
Survivor	67.33333333333333	1982.0
George Thorogood & The Destroyers	67.0	1982.0
The Alan Parsons Project	67.0	1982.0
Madness	65.0	1982.0
Steve Winwood	65.0	1982.0
Judas Priest	64.0	1982.0
ZZ Top	74.0	1973.0
Bob Dylan	73.0	1973.0
The Rolling Stones	72.0	1973.0
Aerosmith	69.75	1973.0
The Doobie Brothers	68.6	1973.0
The Beatles	68.0	1973.0
Led Zeppelin	65.0	1973.0
David Bowie	64.0	1973.0
Daryl Hall & John Oates	62.0	1973.0
Marvin Gaye	62.0	1973.0
AC/DC	83.0	1979.0
The Knack	73.0	1979.0
Rupert Holmes	71.0	1979.0
The Clash	70.0	1979.0
Norman Greenbaum	68.0	1979.0
The Cure	67.5	1979.0
Christopher Cross	64.0	1979.0
Joy Division	63.5	1979.0
Status Quo	62.0	1979.0
Tom Petty and the Heartbreakers	61.5	1979.0
Kansas	77.0	1977.0
Supertramp	74.0	1977.0
Talking Heads	72.0	1977.0
Eric Clapton	69.33333333333333	1977.0
Styx	64.0	1977.0
Billy Joel	63.6	1977.0
Peter Gabriel	63.5	1977.0
Rush	62.0	1977.0
Sex Pistols	62.0	1977.0
Dan Hill	61.0	1977.0
Phil Collins	76.0	1981.0
The Rolling Stones	76.0	1981.0
The Human League	74.0	1981.0
Journey	73.4	1981.0
The J. Geils Band	71.0	1981.0
Blondie	70.0	1981.0
Rick Springfield	70.0	1981.0
Joan Jett & The Blackhearts	67.5	1981.0
Depeche Mode	66.0	1981.0
Loverboy	66.0	1981.0
Bachman-Turner Overdrive	68.0	1974.0
Gordon Lightfoot	63.0	1974.0
Lynyrd Skynyrd	63.0	1974.0
Steely Dan	60.0	1974.0
Sweet	60.0	1974.0
Elton John	59.0	1974.0
Linda Ronstadt	59.0	1974.0
Eagles	58.0	1974.0
America	57.0	1974.0
David Bowie	56.666666666666664	1974.0
The Doors	72.0	1970.0
The Beatles	71.0	1970.0
Led Zeppelin	70.66666666666667	1970.0
Mountain	68.0	1970.0
The Velvet Underground	66.0	1970.0
Bread	64.0	1970.0
Grateful Dead	64.0	1970.0
Three Dog Night	63.0	1970.0
Emerson, Lake & Palmer	59.0	1970.0
Crosby, Stills, Nash & Young	58.0	1970.0
Chicago	74.0	1976.0
Kansas	74.0	1976.0
AC/DC	71.42857142857143	1976.0
Ramones	71.0	1976.0
Daryl Hall & John Oates	70.0	1976.0
Tom Petty and the Heartbreakers	69.66666666666667	1976.0
Eagles	69.0	1976.0
The Bellamy Brothers	68.0	1976.0
Silver	66.0	1976.0
The Runaways	65.0	1976.0
Heart	73.0	1987.0
The Animals	73.0	1987.0
Sting	71.0	1987.0
Aerosmith	70.0	1987.0
Tiffany	68.0	1987.0
The Cure	67.5	1987.0
Michael Jackson	67.0	1987.0
Pet Shop Boys	65.0	1987.0
R.E.M.	65.0	1987.0
Level 42	61.0	1987.0
TOTO	75.0	1978.0
Kate Bush	68.0	1978.0
The Doobie Brothers	68.0	1978.0
Gerry Rafferty	67.66666666666667	1978.0
Patti Smith	65.0	1978.0
Ramones	64.5	1978.0
Jackson Browne	64.0	1978.0
Ray Parker, Jr.	64.0	1978.0
Dr. Hook	63.0	1978.0
The Cars	62.625	1978.0
The Beatles	76.33333333333333	1969.0
The Doors	67.0	1969.0
Led Zeppelin	66.8	1969.0
The Velvet Underground	66.0	1969.0
Santana	62.5	1969.0
The Band	61.5	1969.0
The Stooges	58.666666666666664	1969.0
Crosby, Stills & Nash	50.5	1969.0
The Ventures	48.0	1969.0
Tommy James & The Shondells	39.0	1969.0
Paul Simon	75.0	1986.0
AC/DC	72.0	1986.0
Europe	70.25	1986.0
Cyndi Lauper	68.0	1986.0
Run–D.M.C.	68.0	1986.0
Eddie Money	67.0	1986.0
New Order	67.0	1986.0
Pet Shop Boys	67.0	1986.0
Peter Cetera	66.33333333333333	1986.0
Bruce Hornsby	66.0	1986.0
AC/DC	77.71428571428571	1980.0
Ozzy Osbourne	77.0	1980.0
Journey	71.0	1980.0
Daryl Hall & John Oates	69.0	1980.0
REO Speedwagon	68.33333333333333	1980.0
Pat Benatar	68.0	1980.0
The Buggles	66.5	1980.0
Billy Joel	66.0	1980.0
Judas Priest	66.0	1980.0
Air Supply	65.25	1980.0
Billy Joel	77.0	1983.0
Cyndi Lauper	76.0	1983.0
Eurythmics	74.66666666666667	1983.0
Nena	73.0	1983.0
Culture Club	72.0	1983.0
Talking Heads	70.0	1983.0
U2	70.0	1983.0
ZZ Top	68.5	1983.0
Mötley Crüe	66.0	1983.0
Ozzy Osbourne	65.0	1983.0
a-ha	83.0	1985.0
Tears For Fears	73.5	1985.0
The Outfield	70.33333333333333	1985.0
Survivor	70.0	1985.0
John Parr	68.0	1985.0
Robert Palmer	67.0	1985.0
Mr. Mister	65.0	1985.0
Echo & the Bunnymen	63.0	1985.0
The Jesus and Mary Chain	62.0	1985.0
Whitney Houston	61.75	1985.0
Richard Marx	75.0	1989.0
Billy Joel	73.0	1989.0
The B-52's	69.0	1989.0
Skid Row	66.75	1989.0
Alice Cooper	65.6	1989.0
Neil Young	65.0	1989.0
Tom Petty	64.5	1989.0
Bad English	64.0	1989.0
Pixies	63.666666666666664	1989.0
The Stone Roses	62.5	1989.0
Bruce Springsteen	73.0	1975.0
Hot Chocolate	71.0	1975.0
10cc	70.0	1975.0
Bob Marley & The Wailers	70.0	1975.0
Aerosmith	68.4	1975.0
Eagles	68.0	1975.0
America	66.0	1975.0
Peter Frampton	66.0	1975.0
Rod Stewart	66.0	1975.0
Daryl Hall & John Oates	65.0	1975.0
Jimi Hendrix	76.0	1968.0
Steppenwolf	68.0	1968.0
Big Brother & The Holding Company	67.0	1968.0
Deep Purple	62.0	1968.0
The Beatles	62.0	1968.0
The Doors	62.0	1968.0
Van Morrison	62.0	1968.0
Simon & Garfunkel	54.0	1968.0
Traffic	52.0	1968.0
Pink Floyd	49.0	1968.0
Elton John	79.0	1971.0
The Doors	74.0	1971.0
Don McLean	73.0	1971.0
David Bowie	66.0	1971.0
The Hollies	63.0	1971.0
Jethro Tull	62.5	1971.0
Led Zeppelin	60.18181818181818	1971.0
Ten Years After	60.0	1971.0
Alice Cooper	55.0	1971.0
John Lennon	52.75	1971.0
Carly Simon	75.0	1972.0
Eagles	75.0	1972.0
The Doobie Brothers	75.0	1972.0
Looking Glass	72.0	1972.0
Steely Dan	70.0	1972.0
Deep Purple	69.33333333333333	1972.0
Elton John	69.0	1972.0
Jackson Browne	66.0	1972.0
Alice Cooper	65.0	1972.0
Bill Withers	63.0	1972.0
The Turtles	74.0	1967.0
Jefferson Airplane	69.0	1967.0
The Moody Blues	67.0	1967.0
The Beatles	66.0	1967.0
The Kinks	66.0	1967.0
Jimi Hendrix	65.8	1967.0
Bobbie Gentry	54.0	1967.0
Van Morrison	53.333333333333336	1967.0
The Doors	53.25	1967.0
Buffalo Springfield	43.0	1967.0
Buffalo Springfield	73.0	1966.0
The Beach Boys	71.0	1966.0
Bob Dylan	61.0	1966.0
The Animals	60.0	1966.0
Donovan	59.0	1966.0
The Who	56.0	1966.0
The Rolling Stones	38.666666666666664	1966.0
John Lee Hooker	2.0	1966.0
The Rolling Stones	76.0	1965.0
The Beatles	73.0	1965.0
Bob Dylan	71.0	1965.0
The Byrds	42.0	1965.0
The Kinks	36.0	1965.0
The Who	21.0	1965.0
Simon & Garfunkel	74.0	1964.0
The Beatles	65.0	1964.0
The Kinks	33.833333333333336	1964.0
The Beatles	71.0	1963.0
Bob Dylan	59.0	1963.0
The Surfaris	15.0	1963.0
Charles Brown	0.0	1963.0
Booker T. & the M.G.'s	64.0	1962.0
Little Richard	1.0	1957.0
Elvis Presley	73.0	1958.0
Maroon 5	98.0	2019.0
Roddy Ricch	98.0	2019.0
The Weeknd	98.0	2019.0
Dua Lipa	97.0	2019.0
The Black Eyed Peas	96.0	2019.0
Post Malone	94.0	2019.0
Regard	94.0	2019.0
Don Toliver	92.0	2019.0
Travis Scott	91.5	2019.0
Billie Eilish	91.0	2019.0
Trevor Daniel	97.0	2018.0
Marshmello	89.0	2018.0
Halsey	88.0	2018.0
Ava Max	87.0	2018.0
Travis Scott	87.0	2018.0
Dominic Fike	86.0	2018.0
Panic! At The Disco	86.0	2018.0
Pedro Capó	86.0	2018.0
Doja Cat	85.0	2018.0
Kina	85.0	2018.0
NF	83.0	2017.0
Bebe Rexha	81.0	2017.0
Offset	81.0	2017.0
Dennis Lloyd	79.0	2017.0
Loud Luxury	79.0	2017.0
Zedd	79.0	2017.0
Ms Nina	78.0	2017.0
Enrique Iglesias	74.0	2017.0
Danny Ocean	73.5	2017.0
Brett Young	73.0	2017.0
DNCE	80.0	2016.0
Lukas Graham	79.0	2016.0
Ariana Grande	77.0	2016.0
Calvin Harris	77.0	2016.0
Clean Bandit	77.0	2016.0
Lil Wayne	77.0	2016.0
The Chainsmokers	75.8	2016.0
Anuel AA	74.0	2016.0
Justin Timberlake	74.0	2016.0
Jósean Log	74.0	2016.0
MAGIC!	78.0	2014.0
American Authors	76.0	2014.0
OneRepublic	74.0	2014.0
Ed Sheeran	72.0	2014.0
John Mayer	72.0	2014.0
Sam Hunt	71.0	2014.0
Lee Brice	69.0	2014.0
Romeo Santos	69.0	2014.0
Chayanne	66.5	2014.0
Taylor Swift	66.5	2014.0
Bruno Mars	78.66666666666667	2012.0
Flo Rida	73.0	2012.0
Katy Perry	73.0	2012.0
Calvin Harris	72.0	2012.0
fun.	71.5	2012.0
Florida Georgia Line	70.0	2012.0
Imagine Dragons	70.0	2012.0
The Lumineers	70.0	2012.0
Reik	68.0	2012.0
Romeo Santos	68.0	2012.0
Alan Walker	77.0	2015.0
Chris Stapleton	77.0	2015.0
X Ambassadors	77.0	2015.0
Demi Lovato	74.0	2015.0
Fall Out Boy	73.66666666666667	2015.0
Elle King	73.0	2015.0
The Chainsmokers	73.0	2015.0
The Weeknd	72.5	2015.0
Maroon 5	71.66666666666667	2015.0
Jesse & Joy	71.0	2015.0
Avicii	84.0	2013.0
Marc Anthony	75.0	2013.0
Eminem	74.0	2013.0
DJ Snake	72.0	2013.0
Bastille	71.0	2013.0
John Legend	71.0	2013.0
Prince Royce	70.0	2013.0
Ed Sheeran	67.0	2013.0
Icona Pop	67.0	2013.0
Jason Derulo	67.0	2013.0
Adele	79.0	2011.0
Christina Perri	79.0	2011.0
Selena Gomez & The Scene	75.0	2011.0
Ricardo Arjona	74.0	2011.0
Kelly Clarkson	73.0	2011.0
Luke Bryan	72.0	2011.0
Jesse & Joy	70.0	2011.0
Hunter Hayes	69.0	2011.0
Gym Class Heroes	68.5	2011.0
LMFAO	67.0	2011.0
Eminem	82.0	2010.0
Train	82.0	2010.0
Usher	78.0	2010.0
B.o.B	75.0	2010.0
Bruno Mars	74.83333333333333	2010.0
Camila	71.0	2010.0
Shakira	71.0	2010.0
Taio Cruz	71.0	2010.0
Jason Derulo	70.0	2010.0
Willie Colón	69.0	2010.0
Jason Mraz	82.0	2008.0
Rihanna	76.0	2008.0
Zac Brown Band	75.0	2008.0
John Mayer	74.0	2008.0
Beyoncé	69.0	2008.0
Lady Gaga	68.0	2008.0
Luis Fonsi	68.0	2008.0
Elvis Crespo	67.0	2008.0
Angel Y Khriz	65.0	2008.0
Puerto Rican Power	64.0	2008.0
Justin Bieber	95.0	2020.0
Future	93.0	2020.0
Selena Gomez	88.0	2020.0
Mac Miller	87.0	2020.0
Halsey	86.0	2020.0
Khalid	83.0	2020.0
J Balvin	82.0	2020.0
Nicky Jam	82.0	2020.0
Myke Towers	79.0	2020.0
Shakira	79.0	2020.0
Joe Arroyo	68.0	2007.0
Magneto	67.0	2007.0
Reik	66.5	2007.0
Monchy & Alexandra	65.0	2007.0
Sin Bandera	65.0	2007.0
Jack Johnson	63.0	2007.0
Alexis y Fido	62.5	2007.0
Cupid	60.0	2007.0
Lloyd	60.0	2007.0
"Tito ""El Bambino"""	60.0	2007.0
Ricky Martin	68.0	1998.0
Shakira	67.33333333333333	1998.0
Manu Chao	66.0	1998.0
Rafaga	62.0	1998.0
Proyecto Uno	58.0	1998.0
Gian Marco	56.0	1998.0
Elvis Crespo	49.0	1998.0
T-Dre	47.5	1998.0
Gloria Estefan	45.0	1998.0
Plastilina Mosh	43.0	1998.0
Oscar D'León	64.0	1996.0
Gloria Estefan	45.0	1996.0
Mr. President	18.0	1996.0
Lil' Johanna	15.0	1996.0
Angelique	10.0	1996.0
KISS	0.0	1996.0
Miguel Reyes	0.0	1996.0
Pain	0.0	1996.0
Pure Pleasure	0.0	1996.0
Samantha	0.0	1996.0
Destiny's Child	76.0	1999.0
Lou Bega	76.0	1999.0
Dr. Dre	73.0	1999.0
The Roots	65.0	1999.0
Miguel Bosé	55.0	1999.0
Makiza	54.0	1999.0
Maná	53.0	1999.0
El Chombo	51.0	1999.0
Cypress Hill	40.333333333333336	1999.0
The Psycho Realm	20.0	1999.0
Lady Gaga	78.0	2009.0
Owl City	78.0	2009.0
Carlos Baute	74.0	2009.0
Luis Enrique	74.0	2009.0
Iyaz	73.0	2009.0
Miley Cyrus	73.0	2009.0
OneRepublic	73.0	2009.0
Aventura	71.0	2009.0
Foo Fighters	69.0	2009.0
La Factoria	69.0	2009.0
Luis Miguel	68.0	1993.0
Alejandra Guzman	61.0	1993.0
Los Del Rio	58.0	1993.0
Gloria Estefan	48.0	1993.0
Cypress Hill	45.0	1993.0
N.V.	36.0	1993.0
Coolio	80.0	1995.0
Shakira	63.0	1995.0
Carlos Vives	59.0	1995.0
Thalía	58.0	1995.0
Rednex	57.0	1995.0
Gloria Estefan	44.0	1995.0
Fey	43.0	1995.0
ITA - CACHAO	37.0	1995.0
Spanish Fly	30.0	1995.0
Sf Spanish Fly	26.0	1995.0
Alejandra Guzman	66.0	1991.0
El General	60.0	1991.0
Stevie B	43.0	1991.0
Cypress Hill	33.0	1991.0
Gloria Estefan	33.0	1991.0
Lisette Melendez	24.0	1991.0
Lighter Shade Of Brown	6.0	1991.0
Latin Alliance	4.0	1991.0
Puerto Rican Power	65.0	2000.0
Polo Montañez	61.0	2000.0
Thalía	54.0	2000.0
Shakira	53.0	2000.0
Shannon	48.5	2000.0
Los Rabanes	45.0	2000.0
Gloria Estefan	40.0	2000.0
D'zyre	18.0	2000.0
Lisette Melendez	0.0	2000.0
Rafaga	0.0	2000.0
Gloria Estefan	36.333333333333336	1994.0
TPE featuring Adam Marano	16.0	1994.0
Da A Clan	0.0	1994.0
Giorgio Moroder	0.0	1994.0
N.V.	0.0	1994.0
Jon Secada	62.0	1992.0
Maná	60.0	1992.0
Chayanne	50.0	1992.0
Green Day	75.0	1997.0
Alejandro Sanz	74.0	1997.0
Maná	72.0	1997.0
Grupo Cañaveral De Humberto Pabón	69.0	1997.0
George Strait	62.0	1997.0
Control Machete	60.0	1997.0
Proyecto Uno	57.0	1997.0
Ilegales	54.0	1997.0
Fulanito	53.0	1997.0
Trinere	31.5	1997.0
Bacilos	68.0	2001.0
Jorge Drexler	65.0	2001.0
La Ley	65.0	2001.0
Nicky Jam	65.0	2001.0
Laura Pausini	62.5	2001.0
Los Del Rio	62.0	2001.0
El Gran Combo De Puerto Rico	59.0	2001.0
Carlos Vives	57.0	2001.0
Dyablo	48.0	2001.0
Guaraná	45.0	2001.0
Rascal Flatts	72.0	2006.0
Big Boy	71.0	2006.0
Maná	69.0	2006.0
De La Ghetto	66.0	2006.0
Marc Anthony	66.0	2006.0
La Quinta Estacion	62.0	2006.0
Monchy & Alexandra	62.0	2006.0
Frank Reyes	61.0	2006.0
Jesse & Joy	61.0	2006.0
"Héctor ""El Father"""	60.666666666666664	2006.0
Aventura	73.0	2002.0
Juanes	69.5	2002.0
Bacilos	69.0	2002.0
Cristian Castro	65.0	2002.0
Natalia Lafourcade	63.0	2002.0
Elefante	60.0	2002.0
Sean Paul	52.666666666666664	2002.0
Lighter Shade Of Brown	50.0	2002.0
Hector & Tito	49.0	2002.0
Chayanne	48.0	2002.0
OutKast	78.0	2003.0
Beyoncé	75.0	2003.0
Howie Day	69.0	2003.0
Julieta Venegas	67.5	2003.0
Tego Calderon	63.6	2003.0
Wisin & Yandel	58.0	2003.0
Celia Cruz	57.0	2003.0
Daddy Yankee	57.0	2003.0
50 Cent	56.0	2003.0
Luny Tunes	55.4	2003.0
Shakira	80.0	2005.0
Calle 13	73.0	2005.0
Jack Johnson	73.0	2005.0
Aventura	71.33333333333333	2005.0
Mach & Daddy	67.0	2005.0
Carlos Baute	60.0	2005.0
Kinto Sol	60.0	2005.0
Akwid	58.0	2005.0
Eddie Dee	55.666666666666664	2005.0
Daniel Powter	55.0	2005.0
Juan Gabriel	72.0	1990.0
Maná	68.0	1990.0
Jerry Rivera	65.0	1990.0
Guayacán Orquesta	59.5	1990.0
Chayanne	56.0	1990.0
Alejandra Guzman	48.0	1990.0
Marcia Griffiths	42.0	1990.0
Gloria Estefan	41.4	1990.0
Kid Frost	35.5	1990.0
Timmy T	15.0	1990.0
Kelly Clarkson	68.0	2004.0
Kevin Lyttle	65.0	2004.0
Marc Anthony	64.5	2004.0
Zion & Lennox	62.666666666666664	2004.0
Bebe	59.0	2004.0
Alejandro Sanz	58.0	2004.0
Nek	58.0	2004.0
DJ Nelson	56.0	2004.0
Wisin	56.0	2004.0
Baby Rasta & Gringo	54.0	2004.0
Luis Miguel	69.66666666666667	1988.0
Taylor Dayne	65.0	1988.0
When In Rome	63.0	1988.0
Rob Base & DJ EZ Rock	54.0	1988.0
Pretty Poison	46.0	1988.0
Noel	43.0	1988.0
Will To Power	39.5	1988.0
Sweet Sensation	32.0	1988.0
Camouflage	27.0	1988.0
Bardeux	15.0	1988.0
Gloria Estefan	36.5	1984.0
Michael Jackson	71.0	1982.0
George Strait	66.0	1982.0
El Gran Combo De Puerto Rico	55.0	1982.0
The Flirts	48.0	1982.0
Sister Sledge	71.0	1979.0
El Gran Combo De Puerto Rico	55.0	1979.0
The Sugarhill Gang	42.0	1981.0
ABBA	72.0	1976.0
Luis Miguel	77.0	1987.0
Nice & Wild	45.0	1987.0
Exposé	40.333333333333336	1987.0
Gloria Estefan	24.0	1987.0
Neil Diamond	20.0	1987.0
TKA	0.0	1987.0
Stacey Q	54.0	1986.0
Nu Shooz	38.0	1986.0
Nancy Martinez	30.0	1986.0
People Like Us	26.0	1986.0
Bon Jovi	24.0	1986.0
Man Parrish	33.0	1983.0
Jenny Burton	19.0	1983.0
Gloria Estefan	39.666666666666664	1985.0
Lisa Lisa & Cult Jam	31.666666666666668	1985.0
The B-52's	69.0	1989.0
Ricardo Arjona	68.0	1989.0
Gloria Estefan	43.6	1989.0
Mellow Man Ace	42.0	1989.0
STOP	41.0	1989.0
Seduction	30.0	1989.0
Dino	28.0	1989.0
The Temptations	26.0	1965.0
KAROL G	98.0	2019.0
Maroon 5	98.0	2019.0
The Black Eyed Peas	96.0	2019.0
The Weeknd	95.5	2019.0
Regard	94.0	2019.0
blackbear	94.0	2019.0
Anuel AA	93.0	2019.0
Don Toliver	92.0	2019.0
Juice WRLD	92.0	2019.0
Rauw Alejandro	92.0	2019.0
Trevor Daniel	97.0	2018.0
Halsey	88.0	2018.0
Lady Gaga	88.0	2018.0
Ava Max	87.0	2018.0
XXXTENTACION	86.5	2018.0
Dominic Fike	86.0	2018.0
Marshmello	86.0	2018.0
Kina	85.5	2018.0
Calvin Harris	85.0	2018.0
Meek Mill	85.0	2018.0
XXXTENTACION	86.0	2017.0
Lauv	83.0	2017.0
ZAYN	81.0	2017.0
21 Savage	80.0	2017.0
Harry Styles	80.0	2017.0
Kendrick Lamar	80.0	2017.0
Rex Orange County	79.66666666666667	2017.0
Ed Sheeran	79.33333333333333	2017.0
Zedd	79.0	2017.0
Hailee Steinfeld	78.5	2017.0
The Chainsmokers	85.0	2016.0
Post Malone	84.0	2016.0
Lizzo	83.0	2016.0
